image_id,caption
KYD1861,"A painted portrait of a woman with a white headscarf, wearing a dark green garment. The background is a textured, dark green surface. The painting shows visible signs of age and wear, including cracks and paint peeling. The image has a watermark at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" with a logo."
KYD1862,"A painting depicting a rural scene with a couple embracing in the foreground. The man wears a white shirt and a grey hat, while the woman wears a white dress with a colorful checkered skirt and a blue top. They are standing near a wooden fence. In the background, there is a thatched-roof house, a dirt path, and a woman in traditional attire walking away. The setting is lush with trees, flowers, and greenery. The painting shows signs of age, with visible cracks and peeling paint. In the bottom right corner, there is text in Cyrillic: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1863,"A portrait of a man with a mustache and a receding hairline, wearing a dark jacket over a white shirt with red and gold embroidery. The background is a textured, muted green. The painting shows signs of age and wear. A watermark in the bottom right corner reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1864,"A portrait of a woman with dark hair, wearing a dark vest over a floral-patterned blouse and multiple beaded necklaces. She is looking directly at the viewer. The background is a textured, light brown wall. There is a watermark in the lower right corner that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" with a logo. The painting appears to be on canvas and shows signs of age and wear."
KYD1865,"A painted portrait of a man with a mustache, dark hair, and a red collar over a white shirt with a floral pattern. He wears a dark coat. The background is dark and textured. A watermark is visible in the lower right corner."
KYD1866,"A painted still life of a basket filled with flowers. The basket has a brown and gold checkered pattern. The flowers include red poppies, red and white daisies, and small white and pink blossoms. The background is a textured blue-green. There is text in the bottom right corner: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1867,"This is an oil painting depicting a rural scene with two figures. A man in a white shirt and a dark hat holds a long wooden stick, standing behind a large haystack. A woman in a white blouse and a red plaid skirt stands beside the haystack, holding a long wooden pole. She wears a floral headpiece and a necklace. A wooden barrel is on the ground near her. The background shows a wide, open landscape under a pale sky. The painting has visible texture and some damage. There is text at the bottom right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1868,"A painting depicts a couple in traditional folk attire standing in a rural garden. The woman wears a red dress with floral patterns, a necklace, and a floral wreath in her hair. The man wears a white shirt, a red sash, a blue apron, and a light-colored hat. They are standing near a well with a wooden bucket. In the background, there are several thatched-roof houses, trees, and a path with another woman in traditional clothing walking away. The painting is in the style of folk art. There is text in the bottom right corner: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1869,"A painting depicting a rural landscape with a dirt path, a white horse, and two figures. One figure in a red coat stands near a wicker fence, while another sits beside it. The background features trees, a few houses, and a cloudy sky. The painting is on canvas with visible texture and some damage. Text in the bottom right corner reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and ""Ггора 1970."""
KYD1870,"A painted landscape depicts two houses with red roofs and white walls, set on either side of a river. A wooden boat rests in the water, and several swans are swimming in the river. A woman in a red skirt and white blouse stands on a path on the right. The background features green trees, tall cypress trees, and a sky with birds. The painting is on a wooden surface with visible grain and some damage. Text in the bottom right corner reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1871,"This is an oil painting on canvas depicting a rural scene. A thatched-roof house is in the background, with a wooden fence in the foreground. Three figures are visible: a woman in a white shirt and dark skirt stands on the left, a man and a woman in traditional folk clothing stand together on the right, and another woman in a white shirt and dark skirt stands near the fence. In the foreground, two buckets and a wooden barrel are on the ground. The painting shows signs of age and wear. There is text in the bottom right corner: ""ЕТНОГРАФИЧНА КОЛЕКЦИЯ КРОВЕЦЬ""."
KYD1872,"A painting depicts a rural scene with two figures on a dirt path. A man in a red coat and black hat stands beside a black horse, holding a bouquet. A woman in a white blouse and pink skirt stands next to him. In the background are green fields, several houses with thatched roofs, and a large tree. The sky is light blue with some clouds. The painting is signed ""ІХАВ КОЗАК ЗАДУНАЙ"" at the bottom left. A logo for ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" is in the bottom right corner. The painting shows visible signs of age and wear."
KYD1873,"A painting of a rural scene with a woman in traditional attire standing in front of a house with a thatched roof. She is wearing a red dress and a white blouse, and has a floral headpiece. The house has a small window and is surrounded by a fence and wildflowers. In the background, there are other houses and trees. The sky is overcast. The painting is on a wooden surface with visible cracks and damage. There is text in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1874,"A colorful painting depicts a village scene with a prominent church featuring multiple onion domes, some green and some blue, with golden crosses. The church is surrounded by lush green trees and flowering bushes. In the foreground, a dirt path leads through a wooden fence to a small house with a red roof on the left and a blue roof on the right. Two figures in traditional clothing walk along the path. In the background, a few other figures are visible. The sky is a pale blue. The painting has visible signs of age and wear. In the bottom right corner, there is text in Cyrillic script: ""ЕТНОГРАФІЧНА КОЛЛЕКЦІЯ КРОВЕЦЬ""."
KYD1875,"A portrait of a young boy with short brown hair and blue eyes, wearing a white shirt with a blue and brown embroidered collar. The background is a plain, textured, light gray. The painting shows visible cracks and wear, particularly on the skin and fabric. There is text in the bottom right corner: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1876,"A portrait of a man in a dark jacket and a white shirt with a colorful embroidered tie. The image is on a textured, aged, dark background with visible cracks and peeling paint. The man has short dark hair and is looking forward. There is text in the bottom right corner: ""ЕТНОГРАФІЧНА КОАРКІЛІ КРОВЕЦЬ""."
KYD1877,"A painted folk scene depicts three figures in traditional attire. A man in a blue skirt and orange shirt holds a horse's reins, a woman in a white blouse and green skirt stands beside him, and a man in a white shirt and red hat sits on a horse. They are in a rural setting with a wooden fence, trees, and a house in the background. The painting shows signs of age and wear. Text in the bottom right corner reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1878,"This is a painting of a rural landscape. A white house with a grey roof and orange shutters is the central focus, surrounded by a white picket fence and lush greenery. The scene includes trees, a small pond with lily pads and a white swan, and a red boat. The sky is a muted pink and grey. There is a watermark in the bottom right corner that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting shows signs of age and damage, particularly on the left side where there are large patches of dark, possibly burnt, material."
KYD1879,"This is a painting of a serene, natural landscape. A calm body of water, likely a pond or small river, is the central feature, with two white swans swimming in the middle. The scene is surrounded by lush green trees, including birch trees with their distinctive white bark on the right and tall, brown-trunked trees on the left. The background shows a distant, winding path through a field under a pale sky. The foreground includes grassy banks, reeds, and flowering bushes. A small wooden stump is visible on the left bank. The painting has a soft, impressionistic style with visible brushstrokes. In the bottom right corner, there is a watermark that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1880,"A painting depicting a woman in a blue dress with red roses in the foreground, standing by a river. In the background, there are two houses on a hill, trees, and a sky with birds. The painting has visible signs of age and wear. There is text in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1881,"This is a painting depicting a rural landscape. In the foreground, two women stand by a wooden well, and a man is near a pond with several ducks. A flock of birds flies in the sky. In the background, there are trees, houses, and a windmill. The painting has visible signs of age and damage. There is text in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1882,"A painting of a woman in traditional folk attire, walking on a dirt path. She is carrying a wooden bucket on her shoulder and a smaller basket in her left hand. She is barefoot and wears a red vest over a white blouse, a long skirt, and a blue headband. The background shows trees, a blue sky, and a small house. The painting is in the style of an oil on canvas. There is text at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1883,"This is an oil painting depicting a rural village scene. In the foreground, a large green field with a dark shadow is visible. A woman in a red skirt and white blouse stands in the middle ground, near a dirt path. To the right, a white house with a thatched roof stands next to a large green tree. In the background, another smaller building with a thatched roof is visible. A horse is standing near the left side of the scene. Two small figures are on the grass in the lower left. The painting has a textured surface. In the bottom right corner, there is a watermark that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and a signature in the bottom left corner."
KYD1884,"This is an oil painting depicting a rural scene with a thatched-roof house and several figures. The house is white with a large, round, brown thatched roof. In the foreground, three figures stand on a dirt path: two adults and a child. To the right, a person sits near the house. The background features trees and a pale blue sky. The painting shows visible brushstrokes and some damage, including a vertical crack in the center. In the bottom right corner, there is a logo and text in Ukrainian: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1885,"A painting depicting a group of people in a rural setting. On the left, a man in a red shawl and blue pants kneels, holding a small object. Next to him, an older man in a white robe sits on a bench. In the center, a woman in a dark dress and red headscarf holds a red object, while a man in a white shirt stands beside her. A young boy in a white shirt stands nearby. A table with food and drink is in the foreground. A wooden hut is visible in the background. The painting is signed ""КРОВЕЦЬ"" and has a watermark ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ""."
KYD1886,"This is an oil painting depicting a rural scene with several figures. In the foreground, a woman in a white blouse and dark skirt stands on a wet, muddy road, holding a long stick. To her right, two horses are standing, one dark and one white. Behind them, a cart pulled by a white horse carries several people. A small child stands on the right side of the road. In the background, there is a simple house with a thatched roof. The sky is overcast. The painting is signed ""А. Левин"" in the lower right corner. There is a watermark in the lower right corner that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1887,"A small oil painting depicting a rural scene. A woman in traditional attire stands on a muddy bank, holding a metal bucket. In the background, a man rides a horse across a flooded field. A small village with thatched-roof houses is visible in the distance, surrounded by trees. The sky is overcast. The painting shows visible brushstrokes and some wear. A watermark in the bottom right corner reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1888,"This is a painting depicting a rural landscape with several houses, trees, and a body of water. The houses have red roofs and white walls with red shutters. A person in a blue dress stands on a path in the foreground. Several white swans are on the water. The background features tall trees and a sky with birds. The painting has visible signs of wear and tear. There is text in the upper left corner and a watermark in the lower right corner."
KYD1889,"This is an oil painting on canvas depicting a rural landscape. A dirt path winds through green hills, leading to a small white house with a thatched roof. A pond with several white swans is in the foreground. Trees and foliage are visible on the hillsides. The sky is a pale, overcast color. There is a watermark in the lower right corner that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting shows visible texture and signs of age."
KYD1890,"This is a small, weathered painting of a rural landscape at dusk. A dirt path winds through a green field, leading towards a small house with a red roof. The scene is framed by trees, including tall, slender cypress-like trees on the left and a large, dense tree on the right. The sky is a blend of pale blue and warm orange-yellow, with a bright sun visible on the right. The painting shows signs of age, with visible cracks and scratches on the surface. In the bottom right corner, there is a watermark that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1891,"A painting of a floral arrangement featuring several pink roses, some in full bloom and others as buds, along with yellow and white daffodils and small white daisies. The flowers are on green stems and leaves against a light blue background. The painting appears to be on canvas with visible texture and some wear. In the bottom right corner, there is a watermark that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" with a geometric symbol."
KYD1892,"A painted portrait of a man and a young girl. The man wears a black cap and a dark jacket over a white shirt. The girl wears a red dress with white embroidery, a blue and red beaded necklace, and a floral wreath on her head. They are standing side by side against a plain, textured brown background. The painting appears to be on canvas, showing visible texture and some wear. In the bottom right corner, there is a watermark that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1893,"A painting of a man with a long beard and a dark, pointed hat, holding a pipe. He is wearing a dark, textured garment. The background is dark and indistinct. The painting has visible brushstrokes and some wear. There is text in the bottom right corner: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1894,"A painting depicting a couple in traditional folk attire standing in a rural setting. The man wears a red jacket, blue pants, and a white hat, while the woman wears a red dress with white embroidery and a red headpiece. They are holding a basket and a small wooden barrel. A white horse with a black mane and red saddle is standing nearby. In the background, there is a house with a red roof and a red window, surrounded by green trees. The sky is blue with a yellow sun. There is text in the lower right corner that reads ""Дівчина. Мол. Напій. Коня."" and a logo with the text ""КРОВЕЦЬ"". The painting has visible brushstrokes and some wear."
KYD1895,"A painted wooden panel depicting a man with a beard and dark hair, wearing a white shirt and blue pants, sitting on a green hillside. He is playing a large, round-bodied string instrument with a curved neck. The man is positioned on the left side of the image, with a body of water in the middle ground and a distant landscape. The sky is blue with white clouds. There is a small tree on the right side of the image. The painting has visible vertical lines and some damage. In the bottom right corner, there is a logo and text in Cyrillic: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1896,"A painting of a rural landscape featuring a house with a thatched roof, a large tree, and a body of water. A person sits on the bank with several swans, and a small boat is on the water. The background shows a forest. The painting has visible signs of age and damage. There is text in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1897,"A painting depicts a man in traditional attire, including a black hat and a dark blue coat, riding a horse. He is holding a woman in a white dress who is leaning against him. They are near a small water well with a dark jug on a stone platform. The scene is set in a lush, green landscape with trees, a pond with ducks, and a village in the distance. The painting has a folk-art style with visible brushstrokes. There is text in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1898,"A painting of a rural village scene. Two people in traditional folk attire stand on a dirt path. A man in a straw hat and white shirt hands an apple to a woman in a white blouse, red headscarf, and dark skirt. They are near a wooden well with a bucket. In the background are several thatched-roof houses, a pond with swans, and a windmill. The sky is blue with white clouds. The painting is signed ""I. Дробот 1956."" and has a watermark ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" in the lower right corner."
KYD1899,"A painted landscape depicting a rural village with several houses, some with red roofs and others with straw roofs, surrounded by green trees and fields. A winding dirt road leads through the scene, with a woman carrying two buckets and a black dog walking on it. A small pond with ducks is in the foreground. In the background, a church with a steeple is visible on a hill. The sky is blue with some clouds. There is a watermark in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting appears to be on a wooden surface with visible signs of wear and damage."
KYD1900,"This is a painting depicting a rural scene with several figures. In the center, a man in a red and white embroidered shirt and blue trousers sits on a black horse. To the left, an older man in similar attire walks with a cane. To the right, a woman in a blue and red dress stands with her hand on her face. In the background, there is a white house with a thatched roof, a wooden fence, and tall green trees. The sky is blue with white clouds and several birds. There are chickens and a small dog on the ground. At the bottom, there is Ukrainian text: ""Веде коня за повода та плache Ярина. Старий батько іде ззаду научає сина."" The painting is signed ""Ростислав"" and has a watermark ""КРОВЕЦЬ"" and ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ"". The painting shows visible signs of age and wear."
KYD1901,"A painting depicts a couple in traditional folk attire standing on a path near a horse. The woman wears a white blouse with red embroidery, a red skirt, and a floral headpiece. The man wears a dark jacket, a hat, and a sword at his side. A brown horse with a saddle stands beside them. In the background, there is a small house with a thatched roof, a wooden fence, and trees. The scene is set in a rural landscape with green grass and a birch tree. The painting is oil on canvas, showing visible brushstrokes and some cracking. Text in the bottom right corner reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1902,"A painting depicting a group of people in traditional folk attire by a river. Several men in the boat are playing musical instruments, including a lute and a long wooden instrument. A woman in a red vest and blue skirt stands on the bank, while others are sitting or standing on the grass. A woman is holding a basket, and another is carrying a large wooden object. The background features a calm river, trees, and a clear blue sky. There is text in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and a signature. The painting shows signs of age and wear."
KYD1903,"A painting of a rural landscape featuring a wooden windmill on a green hill, a small white house with a thatched roof, and tall trees. A body of water is visible in the background. The sky is pale with some clouds. The painting has visible signs of age and damage, including cracks and paint wear. There is text in the bottom right corner: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1904,"A painting depicts a couple in traditional folk attire embracing on a grassy path. The man wears a blue tunic, a red sash, and a red and white head covering. The woman wears a white blouse, a red skirt, and a floral headpiece. A horse with a saddle stands nearby. In the background, there is a white house with a thatched roof, a wooden fence, and trees. The scene is set in a rural landscape under a light sky. The painting shows visible cracks and wear, particularly on the horse and the house. Text in the bottom right corner reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1905,"This is a painting of a rural landscape at dusk. A small white house with a brown roof is on the right, surrounded by green trees. A path leads from the house to a pond where several white swans are swimming. The sky is a gradient of green and yellow, with dark birds flying. The painting is on a weathered wooden surface with visible cracks and paint damage. There is text in the bottom right corner: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1906,"A painted wooden panel depicting a rural scene. A man in a white shirt and dark hat stands on a black horse, holding a bucket. A woman in a red skirt and white blouse stands beside the horse, holding a wooden pole with a bucket. In the background are houses with thatched roofs and trees. The painting has visible wood grain and texture. Text at the bottom right reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1907,"A painted portrait of a woman in traditional attire, including a red headscarf, a white dress with a dark vest, and a red sash. She stands in a wooded landscape with trees and green hills under a blue sky. The painting is on a wooden surface with visible vertical cracks and paint wear. In the bottom right corner, there is a watermark that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1908,"A painted portrait of a woman in traditional attire, including a floral crown with red and white flowers, a red veil, and a multi-layered beaded necklace. She wears a white blouse with red floral embroidery on the sleeves. The background is a textured, muted green. The painting is on a wooden surface with visible grain and some wear. There is text at the bottom right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and a date ""1956 р."""
KYD1909,"This is a damaged, aged painting on wood. It depicts a dark horse standing over a person lying on the ground. The person is wearing a red and blue garment. The background is a weathered, textured surface with peeling paint in shades of green, yellow, and white. There is a watermark in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and some text below it that is partially obscured. The painting shows visible signs of age and wear."
KYD1910,"A painted wooden panel depicting a woman in traditional Russian folk attire, including a floral wreath, standing beside a wooden table with a bucket. She is wearing a red vest over a white blouse with red floral embroidery, and a white skirt with red patterns. She is leaning on the table, resting her head on her hand. In the background, there is a green landscape with trees, a small house with a thatched roof, and a body of water. The painting is on a weathered wooden surface with visible cracks and peeling paint. There is text at the bottom left reading ""ПРИВЕТ"" and at the bottom right ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1911,"This is an oil painting on canvas depicting a rural village scene. The foreground features a body of water, likely a pond or small lake, with a dirt path leading towards the village. The village consists of several houses with thatched roofs and white walls, surrounded by green trees and vegetation. A wooden fence runs along the edge of the village. The sky is a clear blue with some white clouds. There is visible text in the bottom right corner: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting shows signs of age and wear, including visible cracks and paint damage."
KYD1912,"A painting depicting five men in traditional folk attire, likely of Ukrainian or Russian origin, in an outdoor setting. They are dressed in white shirts, dark trousers, and hats. One man stands with a red sash, another holds a walking stick, a third sits with a large string instrument, and a fourth sits with a small instrument. A fifth man is seated in the foreground. The background shows trees, a river, and a distant building. The painting is dated 1960 and has a watermark ""КРОВЕЦЬ"" and ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ"". The painting shows signs of age and wear."
KYD1913,"A painting depicting a nighttime scene by a river under a crescent moon. Several women in flowing dresses, some with floral headpieces, are gathered around a man lying on the ground with a lute. They are holding garlands of flowers and appear to be performing a ritual. A woman in a boat is rowing, and another is in the water. The setting is a wooded area with trees and a wooden fence. The painting is in the ""КРОВЕЦЬ"" collection, with a signature and date ""12/15/1967"" visible in the lower right corner. The artwork shows signs of age and wear."
KYD1914,"This is a painting on canvas with a textured, aged surface. The scene depicts a rural landscape with two prominent, dark, leafless trees in the foreground. To the left, a small hut with a thatched roof is visible. The background shows a distant treeline and a pale, textured sky. The painting has a muted color palette of browns, ochres, and creams. There is visible text in the bottom right corner: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1915,"This is a damaged, painted wooden panel depicting two people in traditional attire. A man with dark hair, wearing a white shirt and a red neckerchief, is seated and looking at a woman. The woman, with dark hair and a red and blue headscarf, is leaning towards him, her hand on his shoulder. They are in a natural setting with a large tree and a landscape in the background. The painting is visibly weathered with peeling paint and cracks. A watermark at the bottom reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1916,"This is a damaged, aged painting depicting a scene with several men in traditional clothing. A central figure, a large man with a beard, stands in the foreground, holding a small object. Behind him, other men are gathered near a building with a thatched roof. A cart with flowers is visible on the right. The painting shows significant wear and tear, with peeling paint and cracks. At the bottom, there is a line of Cyrillic text, and a watermark reading ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" is overlaid on the image."
KYD1917,"A painted portrait of a man with a mustache, wearing a dark suit, white shirt, and a striped tie. He is looking directly at the viewer. The background is dark and textured. There is a watermark at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ krovets.com.ua"". The painting shows signs of age and wear, including paint splatters and cracks."
KYD1920,"This is a religious icon depicting the Virgin Mary holding the infant Jesus. Mary wears a red robe with gold trim and a blue veil, and is crowned with a golden crown featuring blue and red jewels. Jesus is dressed in a green robe with a white tunic and wears a crown. Both figures are shown with solemn expressions. The background is a golden-yellow with a dark border. The icon shows visible damage, including paint peeling and cracks. There is text in the bottom right corner: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ kroves.com.ua""."
KYD1921,"This is a painting of a rural landscape. It features several houses with thatched roofs on a hillside, surrounded by trees. A river flows through the scene, with two swans swimming in it. In the background, a windmill is visible on a hill. The sky is overcast. There is text in the bottom left corner that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and a signature in the bottom right corner that reads ""Весел на Урдахке Полтавщина"". The painting appears to be old and has visible damage."
KYD1922,"This is a vertical, rectangular painting on a wooden surface, showing a rural landscape. The scene features a body of water in the foreground, with a small house and a windmill on a hill in the background. The sky is a teal color with a hint of orange. The painting has visible brushstrokes and some damage, including a hole in the upper right and a dark stain on the lower left. There is text at the bottom: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ krovets.com.ua""."
KYD1923,"This is a painting of a rural landscape at dusk. A small house with a red roof sits on a green hillside, near a winding blue stream. Two figures are on a dirt path, one near the house and another further down. Large trees frame the scene, and the sky is painted with orange and blue hues, with a yellow sun. The painting is on wood, showing visible grain and some damage. A watermark in the bottom right corner reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ krovets.com.ua""."
KYD1924,"This is a damaged, painted religious icon depicting three figures. On the left is a bearded man in a red and gold robe and a red mitre, holding a book. In the center is a child, and on the right is a woman in a red robe and a red crown, holding the child. The background is dark with flowers. There is visible text in Greek script on the left and right sides of the image. The painting shows significant cracking and peeling paint."
KYD1925,"This is a painted scene depicting a rural gathering. In the foreground, a man in a red and white embroidered shirt sits on a wooden bench, smoking a pipe. To his right, a woman in a blue headscarf and white blouse stands beside a table with a basket. Two men in blue and yellow embroidered shirts stand near a tree with two horses. A dog is near the left foreground. A yellow house with a wooden roof is visible on the right. The background shows green hills, trees, and a winding path under a cloudy sky. There is no visible text. The painting shows signs of age and wear."
KYD1926,"A painted folk scene depicting a couple in traditional Ukrainian attire standing by a wooden well in a village. The background shows a green landscape with houses, a windmill, and a river with ducks. The painting is framed with a yellow and blue decorative border. There is text in the bottom right corner that reads ""КРОВЕЦЬ"" and ""krovet.com.ua"". The painting shows signs of wear and tear."
KYD2467,"A painted wooden panel depicting a rural scene. A man in a red coat and black hat sits on a black horse, holding a sword. To the left, a man in a white shirt and purple skirt stands, looking at the horse. To the right, a woman in a blue and white embroidered dress holds a rope. In the background are houses with thatched roofs, a church with green domes, and a windmill. The sky is blue with clouds. There is text in Ukrainian at the bottom right. The painting shows visible cracks and holes in the wood."
KYD2468,"A painting depicting a rural scene with five figures. A woman in a blue and red embroidered dress stands on a porch, looking at a man in a blue coat and a white shirt with a red neckerchief. Another man in a red jacket sits on a barrel, holding a small object. A young boy in a white outfit stands nearby. A man in a white shirt and red tie stands behind the seated man. A small wooden bucket lies on the ground. A white house with a thatched roof is visible in the background. Trees and another house are in the distance. The painting has a watermark in the bottom left corner."
KYD2469,"A portrait of a man with a mustache, wearing a dark suit and a light-colored shirt with a dark tie, is depicted in a damaged, mosaic-like style. The background is a textured blue with patches of red and brown. The portrait is set in a dark, carved wooden frame with a repeating leaf pattern. The frame has a carved inscription ""1917"" at the bottom. The image shows visible cracks and peeling paint, indicating age and damage. There is text in the lower right corner: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ krovets.com.ua""."
KYD2504,"This is a painted wooden panel depicting a rural scene. In the foreground, a man in a blue coat and a patterned hat stands beside a black horse, holding a woman in a patterned dress. In the background, a group of people in traditional clothing, some on horseback, are marching along a dirt path. The setting includes several houses with thatched roofs, trees, and a windmill. The sky is filled with birds. There is text at the bottom of the panel, and a watermark in the bottom right corner reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ krovets.com.ua"". The painting shows visible signs of age and wear."
KYD2505,"A portrait painting of a man and a woman, both seated. The man on the left has a beard and is wearing a dark coat and boots. The woman on the right wears a white headscarf and a dark dress. They are both looking forward. The background is a dark, textured green. There is a watermark in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ krovets.com.ua"". The painting shows signs of age and wear."
KYD2800,"A wooden icon depicting a man with long dark hair and a beard, wearing a red robe and a dark cloak. He holds a wooden staff in his right hand and a small, carved wooden lamb in his left. The background is dark and textured. The icon shows visible signs of age and damage, including cracks and peeling paint. There is a watermark in the bottom left corner that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ krovets.com.ua""."
KYD2801,"A religious painting of the Virgin Mary holding the infant Jesus. Mary is depicted with a halo and a red robe, and the child is in her arms. The background is dark with a cracked texture. The painting is on a dark, possibly black, surface with visible cracks. There is a watermark in the bottom left corner that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ krovets.com.ua""."
KYD2802,"A religious painting of Jesus Christ with a halo, depicted with a beard and long hair, wearing a red robe. He holds a heart with a cross and a radiant sunburst pattern. The background is dark. A watermark ""КРОВЕЦЬ"" is visible in the lower right corner."
KYD2803,"This is a painted icon of the Virgin Mary holding the infant Jesus. The Virgin Mary is depicted with a golden halo, wearing a red robe with gold trim and a blue inner garment. She has dark hair and blue eyes. The infant Jesus is also wearing a golden halo and is held in her arms. The background is a solid blue. The icon is framed with a black border and a yellow inner border. There is visible damage on the surface of the painting, including cracks and flaking paint. There is text in the bottom right corner that reads ""КРОВЕЦЬ"" and ""kroves.com.ua""."
KYD2804,"A painting depicting a family in traditional folk attire riding in a two-horse cart. The family consists of several people, including men, women, and children, dressed in colorful, patterned clothing. The cart is pulled by two horses, one white and one dark. In the background, there are buildings, including a church with domes and a house with a red roof. The scene is set in a rural landscape with trees and flowers. The painting has visible cracks and damage on the surface. There is text in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and ""krovets.com.ua""."
